schoolID,phoneNum,name,type,level,language,boardID,city,postCode
204986,613-733-8301,École élémentaire publique Gabrielle-Roy,Public,Elementary,French,B66311,Gloucester,K1T4A8
215970,613-833-0018,École élémentaire publique Gisèle-Lalonde,Public,Elementary,French,B66311,Orléans,K4A4X3
194239,613-824-9217,École élémentaire publique Jeanne-Sauvé,Public,Elementary,French,B66311,Orléans,K4A2Y7
287180,613-270-1043,École élémentaire publique Julie-Payette,Public,Elementary,French,B66311,Kanata,K2K2P9
196502,613-764-0550,École élémentaire publique L'Académie de la Seigneurie,Public,Elementary,French,B66311,Casselman,K0A1M0
302864,613-933-3318,École élémentaire publique L'Héritage,Public,Elementary,French,B66311,Cornwall,K6H1E1
156108,613-834-2097,École élémentaire publique L'Odyssée,Public,Elementary,French,B66311,Orléans,K1C1C3
439568,613-732-1525,École élémentaire publique L'Équinoxe,Public,Elementary,French,B66311,PEMBROKE,K8A5T4
540030,613-834-8411,École élémentaire publique Le Prélude,Public,Elementary,French,B66311,Orléans,K1W1G3
313190,613-632-6059,École élémentaire publique Le Sommet,Public,Elementary,French,B66311,Hawkesbury,K6A3R5
323187,613-590-2233,École élémentaire publique Louis-Riel,Public,Elementary,French,B66311,Gloucester,K1B4N3
242420,,École élémentaire publique Louise-Arbour,Public,Elementary,French,B66311,Ottawa,K1Y3T1
384771,613-547-2556,École élémentaire publique Madeleine-de-Roybon,Public,Elementary,French,B66311,Kingston,K7M9G6
488550,613-392-6961,École élémentaire publique Marc-Garneau,Public,Elementary,French,B66311,Trenton,K8V1E4
164852,613-523-4975,École élémentaire publique Marie-Curie,Public,Elementary,French,B66311,Ottawa,K1G1R8
247352,613-591-5384,École élémentaire publique Maurice-Lapointe,Public,Elementary,French,B66311,KANATA,K2M0E9
156051,613-744-8523,École élémentaire publique Mauril-Bélanger,Public,Elementary,French,B66311,Vanier,K1L7W8
327445,613-823-2288,École élémentaire publique Michaëlle-Jean,Public,Elementary,French,B66311,Barrhaven,K2J5A3
530457,613-742-1867,École élémentaire publique Michel-Dupuis,Public,Elementary,French,B66311,Ottawa,K4M1B2
64491,613-547-2556,École élémentaire publique Mille-Iles,Public,Elementary,French,B66311,Kingston,K7K3P5
250627,613-632-8718,École élémentaire publique Nouvel Horizon,Public,Elementary,French,B66311,Hawkesbury,K6A1V9
156035,613-820-0992,École élémentaire publique Omer-Deslauriers,Public,Elementary,French,B66311,Nepean,K2E7E6
167811,,École élémentaire publique Ottawa Ouest,Public,Elementary,French,B66311,Nepean,K2H7N5
208944,613-258-1555,École élémentaire publique Rivière-Rideau,Public,Elementary,French,B66311,Kemptville,K0G1J0
383392,613-932-4183,École élémentaire publique Rose des Vents,Public,Elementary,French,B66311,Cornwall,K6H2C3
195774,613-748-7636,École élémentaire publique Séraphin-Marion,Public,Elementary,French,B66311,Ottawa,K1J7W3
383376,613-525-1843,École élémentaire publique Terre des Jeunes,Public,Elementary,French,B66311,Alexandria,K0C1A0
559458,613-746-6911,École élémentaire publique Trille des Bois,Public,Elementary,French,B66311,Vanier,K1L7Y9
590,905-892-2605,A K Wigg Public School,Public,Elementary,English,B66150,Fonthill,L0S1E0
890200,905-358-5753,A N Myer Secondary School,Public,Secondary,English,B66150,Niagara Falls,L2J1M7
505005,905-684-4359,Applewood Public School,Public,Elementary,English,B66150,St Catharines,L2P3T7
894109,905-563-8267,Beamsville District Secondary School,Public,Secondary,English,B66150,Beamsville,L0R1B0
70661,905-227-6641,Burleigh Hill Public School,Public,Elementary,English,B66150,St Catharines,L2T2V6
73784,905-957-7473,Caistor Central Public School,Public,Elementary,English,B66150,Caistor Centre,L0R1E0
84700,905-934-5243,Carleton Public School,Public,Elementary,English,B66150,St Catharines,L2M4M9
94978,905-945-5459,Central Public School,Public,Elementary,English,B66150,Grimsby,L3M1K7
105767,905-356-2801,Cherrywood Acres Public School,Public,Elementary,English,B66150,Niagara Falls,L2E6L4
121754,905-682-6609,Connaught Public School,Public,Elementary,English,B66150,St Catharines,L2R3X7
235750,,Crossroads Public School,Public,Elementary,English,B66150,Niagara on the Lake,L0S1J0
547449,,DSBN Academy,Public,Elementary,English,B66150,St. Catharines,L2S2T4
935455,905-684-8708,DSBN Academy,Public,Secondary,English,B66150,St. Catharines,L2S2T4
131890,905-934-3325,Dalewood Public School,Public,Elementary,English,B66150,St Catharines,L2N3P3
139823,905-834-7440,DeWitt Carter Public School,Public,Elementary,English,B66150,Port Colborne,L3K1X4
1793,,Diamond Trail Public School,Public,Elementary,English,B66150,Welland,L3B1Z8
156418,905-934-7344,E I McCulley Public School,Public,Elementary,English,B66150,St Catharines,L2M6B8
906328,905-892-2635,E L Crossley Secondary School,Public,Secondary,English,B66150,Fonthill,L0S1E0
906972,905-734-7458,Eastdale Secondary School,Public,Secondary,English,B66150,Welland,L3B1B3
907677,905-646-9884,Eden High School,Public,Secondary,English,B66150,St Catharines,L2N4H7
165956,905-684-6545,Edith Cavell Public School,Public,Elementary,English,B66150,St Catharines,L2S1L5
195596,905-684-1101,Ferndale Public School,Public,Elementary,English,B66150,St Catharines,L2P1V8
197416,905-732-3683,Fitch Street Public School,Public,Elementary,English,B66150,Welland,L3C4V5
326785,905-354-6261,Forestview Public School,Public,Elementary,English,B66150,Niagara Falls,L2H0B9
207810,905-386-6223,Gainsborough Central Public School,Public,Elementary,English,B66150,St Anns,L0R1Y0
210358,905-871-4830,Garrison Road Public School,Public,Elementary,English,B66150,Fort Erie,L2A1N9
218600,905-735-5213,Glendale Public School,Public,Elementary,English,B66150,Welland,L3C3R1
201138,905-892-3821,Glynn A Green Public School,Public,Elementary,English,B66150,Fonthill,L0S1E0
221856,905-734-3730,Gordon Public School,Public,Elementary,English,B66150,Welland,L3C3W6
914010,905-934-4006,Governor Simcoe Secondary School,Public,Secondary,English,B66150,St Catharines,L2N2Z7
225754,905-934-1411,Gracefield Public School,Public,Elementary,English,B66150,St Catharines,L2N4Z7
226556,905-945-2227,Grand Avenue Public School,Public,Elementary,English,B66150,Grimsby,L3M2R7
228010,905-984-5517,Grapeview Public School,Public,Elementary,English,B66150,St Catharines,L2R6P9
897646,,Greater Fort Erie Secondary School,Public,Secondary,English,B66150,Fort Erie,L2A5M4
229520,905-358-8111,Greendale Public School,Public,Elementary,English,B66150,Niagara Falls,L2H1K7
914517,905-945-5416,Grimsby Secondary School,Public,Secondary,English,B66150,Grimsby,L3M1H6
294037,,Harriet Tubman Public School,Public,Elementary,English,B66150,St. Catharines,L2R5V4
254223,905-356-0932,Heximer Avenue Public School,Public,Elementary,English,B66150,Niagara Falls,L2G4T1
281000,905-563-8209,Jacob Beam Public School,Public,Elementary,English,B66150,Beamsville,L0R1B0
281654,905-358-5011,James Morden Public School,Public,Elementary,English,B66150,Niagara Falls,L2G5V6
264237,,Jeanne Sauve Public School,Public,Elementary,English,B66150,St. Catharines,L2P3G8
1649,,John Brant Public School,Public,Elementary,English,B66150,Ridgeway,L0S1N0
283991,905-358-3711,John Marshall Public School,Public,Elementary,English,B66150,Niagara Falls,L2J2R3
287660,905-356-0488,Kate S Durdan Public School,Public,Elementary,English,B66150,Niagara Falls,L2H2T3
304921,905-945-5427,Lakeview Public School,Public,Elementary,English,B66150,Grimsby,L3M2B9
921750,905-934-8501,Laura Secord Secondary School,Public,Secondary,English,B66150,St Catharines,L2M4V9
922854,905-646-3737,Lifetime Learning Centre Secondary School,Public,Secondary,English,B66150,St Catharines,L2N4H7
313114,905-937-5110,Lincoln Centennial Public School,Public,Elementary,English,B66150,St Catharines,L2N1J5
318086,905-934-3331,Lockview Public School,Public,Elementary,English,B66150,St Catharines,L2M3A9
344834,905-358-5142,Martha Cullimore Public School,Public,Elementary,English,B66150,Niagara Falls,L2J2R7
352500,905-834-4753,McKay Public School,Public,Elementary,English,B66150,Port Colborne,L3K4T7
382868,905-945-8022,Nelles Public School,Public,Elementary,English,B66150,Grimsby,L3M1N8
414514,905-684-6589,Oakridge Public School,Public,Elementary,English,B66150,St Catharines,L2T3R7
414905,905-834-9732,Oakwood Public School,Public,Elementary,English,B66150,Port Colborne,L3K3Z1
417521,905-227-2851,Ontario Public School,Public,Elementary,English,B66150,Thorold,L2V1A8
419320,905-354-3916,Orchard Park Public School,Public,Elementary,English,B66150,Niagara Falls,L2J3A6
433357,905-945-2445,Park Public School,Public,Elementary,English,B66150,Grimsby,L3M1P5
436747,905-934-3348,Parnall Public School,Public,Elementary,English,B66150,St Catharines,L2N2H7
557773,905-871-5962,Peace Bridge Public School,Public,Elementary,English,B66150,Fort Erie,L2A2C1
514780,905-935-1901,Pine Grove Public School,Public,Elementary,English,B66150,St Catharines,L2N4J5
449350,905-732-4110,Plymouth Public School,Public,Elementary,English,B66150,Welland,L3B4S1
935700,905-835-1186,Port Colborne High School,Public,Secondary,English,B66150,Port Colborne,L3K3K4
451568,905-934-3322,Port Weller Public School,Public,Elementary,English,B66150,St Catharines,L2M1W4
452084,905-684-7429,Power Glen School,Public,Elementary,English,B66150,St Catharines,L2S4C1
455989,905-934-2525,Prince Philip Public School,Public,Elementary,English,B66150,St Catharines,L2M3V1
456110,905-356-0521,Prince Philip Public School,Public,Elementary,English,B66150,Niagara Falls,L2J2Z7
455075,905-937-2225,Prince of Wales Public School,Public,Elementary,English,B66150,St Catharines,L2M5J6
455202,905-227-1321,Prince of Wales Public School,Public,Elementary,English,B66150,Thorold,L2V3L4
457540,905-734-3460,Princess Elizabeth Public School,Public,Elementary,English,B66150,Welland,L3B1P2
458066,905-354-2333,Princess Margaret Public School,Public,Elementary,English,B66150,Niagara Falls,L2G2C4
461415,905-732-5412,Quaker Road Public School,Public,Elementary,English,B66150,Welland,L3C3G7
483117,905-227-2971,Richmond Street Public School,Public,Elementary,English,B66150,Thorold,L2V3H3
485365,905-295-3251,River View Public School,Public,Elementary,English,B66150,Niagara Falls,L2G6M9
491861,905-734-4273,Ross Public School,Public,Elementary,English,B66150,Welland,L3C1K9
505382,905-563-7431,Senator Gibson Public School,Public,Elementary,English,B66150,Beamsville,L0R1B6
514748,905-358-9121,Simcoe Street Public School,Public,Elementary,English,B66150,Niagara Falls,L2E1V6
942464,905-684-6349,Sir Winston Churchill Secondary School,Public,Secondary,English,B66150,St Catharines,L2T2N1
517453,905-945-8014,Smith Public School,Public,Elementary,English,B66150,Grimsby,L3M4B1
117722,905-957-7024,Smithville Public School,Public,Elementary,English,B66150,Smithville,L0R2A0
944157,905-687-7301,St Catharines Collegiate Institute and Vocational School,Public,Secondary,English,B66150,St Catharines,L2R5E7
529648,905-262-4533,St Davids Public School,Public,Elementary,English,B66150,St Davids,L0S1P0
945064,905-354-7409,Stamford Collegiate,Public,Secondary,English,B66150,Niagara Falls,L2G4L2
535419,905-834-4333,Steele Street Public School,Public,Elementary,English,B66150,Port Colborne,L3K4X7
536636,905-382-3122,Stevensville Public School,Public,Elementary,English,B66150,Stevensville,L0S1V0
948055,905-227-1188,Thorold Secondary School,Public,Secondary,English,B66150,Thorold,L2V1Z1
254519,,Twenty Valley Public School,Public,Elementary,English,B66150,Vineland,L0R2C0
569348,905-356-6611,Valley Way Public School,Public,Elementary,English,B66150,Niagara Falls,L2E1X4
573507,905-354-1321,Victoria Public School,Public,Elementary,English,B66150,Niagara Falls,L2J3L6
947180,905-735-0700,Welland Centennial Secondary School,Public,Secondary,English,B66150,Welland,L3C3W2
156841,905-892-3251,Wellington Heights Public School,Public,Elementary,English,B66150,Fenwick,L0S1C0
598984,905-682-9284,Westdale Public School,Public,Elementary,English,B66150,St Catharines,L2S2B4
952214,905-356-2401,Westlane Secondary School,Public,Secondary,English,B66150,Niagara Falls,L2H1T5
602493,905-227-3827,Westmount Public School,Public,Elementary,English,B66150,Thorold,L2V2J8
607436,905-899-3471,William E Brown Public School,Public,Elementary,English,B66150,Wainfleet,L0S1V0
510530,905-937-0510,William Hamilton Merritt Public School,Public,Elementary,English,B66150,St Catharines,L2N6N8
581178,905-899-3821,Winger Public School,Public,Elementary,English,B66150,Wainfleet,L0S1V0
618870,905-685-1331,Woodland Public School,Public,Elementary,English,B66150,St Catharines,L2R6P9
45578,705-360-8052,Bertha Shaw Public School,Public,Elementary,English,B28002,South Porcupine,P0N1H0
97969,705-567-4030,Central School,Public,Elementary,English,B28002,Kirkland Lake,P2N3H2
252018,705-362-4591,Clayton Brown Public School,Public,Elementary,English,B28002,Hearst,P0L1N0
902292,705-272-4372,Cochrane High School,Public,Secondary,English,B28002,Cochrane,P0L1C0
114073,705-272-3246,Cochrane Public School,Public,Elementary,English,B28002,Cochrane,P0L1C0
140210,705-335-2811,Diamond Jubilee Public School,Public,Elementary,English,B28002,Kapuskasing,P5N1C5
282170,705-678-2229,Elk Lake Public School,Public,Elementary,English,B28002,Elk Lake,P0J1G0
908924,705-544-2337,Englehart High School,Public,Secondary,English,B28002,Englehart,P0J1H0
181552,705-544-2345,Englehart Public School,Public,Elementary,English,B28002,Englehart,P0J1H0
619738,705-544-2337,Englehart Secondary School (Elementary),Public,Elementary,English,B28002,Englehart,P0J1H0
193771,705-567-5288,Federal Public School,Public,Elementary,English,B28002,Kirkland Lake,P2N1J5
221554,705-360-8054,Golden Avenue Public School,Public,Elementary,English,B28002,South Porcupine,P0N1H0
916293,705-362-4591,Hearst High School,Public,Secondary,English,B28002,Hearst,P0L1N0
76104,705-232-6651,Iroquois Falls Public School,Public,Elementary,English,B28002,Iroquois Falls,P0K1G0
918288,705-258-3921,Iroquois Falls Secondary School,Public,Secondary,English,B28002,Iroquois Falls,P0K1E0
600222,705-258-3921,Iroquois Falls Secondary School (Elementary),Public,Elementary,English,B28002,Iroquois Falls,P0K1E0
347957,705-273-2324,Joseph H Kennedy Public School,Public,Elementary,English,B28002,Matheson,P0K1N0
919063,705-335-6164,Kapuskasing District High School,Public,Secondary,English,B28002,Kapuskasing,P5N1C5
291048,705-647-0225,Kerns Public School,Public,Elementary,English,B28002,Thornloe,P0J1S0
296600,705-567-4981,Kirkland Lake District Composite Elementary School,Public,Elementary,English,B28002,Kirkland Lake,P2N3J5
920363,705-567-4981,Kirkland Lake District Composite Secondary School,Public,Secondary,English,B28002,Kirkland Lake,P2N3J5
384224,705-647-7341,New Liskeard Public School,Public,Elementary,English,B28002,New Liskeard,P0J1P0
933287,705-360-8058,PACE,Public,Secondary,English,B28002,Timmins,P4N1E2
445061,705-264-7972,Pinecrest Public School,Public,Elementary,English,B28002,Timmins,P4N6W1
468371,705-264-9438,R Ross Beattie Senior Public School,Public,Elementary,English,B28002,Timmins,P4N7X5
943509,705-360-8056,Roland Michener Secondary School,Public,Secondary,English,B28002,South Porcupine,P0N1H0
428797,705-360-8056,Roland Michener Secondary School (Elementary),Public,Elementary,English,B28002,South Porcupine,P0N1H0
502030,705-360-1780,Schumacher Public School,Public,Elementary,English,B28002,Schumacher,P0N1G0
519294,705-338-2755,Smooth Rock Falls Public School,Public,Elementary,English,B28002,Smooth Rock Falls,P0L2B0
550809,705-569-3450,Temagami Public School,Public,Elementary,English,B28002,Temagami,P0H2H0
946940,705-647-7336,Timiskaming District Secondary School,Public,Secondary,English,B28002,New Liskeard,P0J1P0
50571,705-647-7336,Timiskaming District Secondary School (Elementary),Public,Elementary,English,B28002,New Liskeard,P0J1P0
270291,705-264-8282,Timmins Centennial Public School,Public,Elementary,English,B28002,Timmins,P4N3K5
948578,705-360-1411,Timmins High and Vocational School,Public,Secondary,English,B28002,Timmins,P4N8B2
361747,705-268-5555,W Earle Miller Public School,Public,Elementary,English,B28002,Timmins,P4N8G9
685461,905-828-6348,All Saints Catholic School,Catholic,Elementary,English,B67083,Mississauga,L5L4E8
687308,905-676-1287,Ascension of Our Lord Secondary School,Catholic,Secondary,English,B67083,Mississauga,L4T3H7
689556,905-457-4677,Bishop Francis Allen Catholic School,Catholic,Elementary,English,B67083,Brampton,L6Y1Z4
682438,905-896-3665,Bishop Scalabrini School,Catholic,Elementary,English,B67083,Mississauga,L5B3J5
693715,905-275-0094,Canadian Martyrs School,Catholic,Elementary,English,B67083,Mississauga,L5A3R7
749813,,Cardinal Ambrozic Catholic Secondary School,Catholic,Secondary,English,B67083,Brampton,L6P3A2
850888,905-453-2232,Cardinal Leger Secondary School,Catholic,Secondary,English,B67083,Brampton,L6W3K5
697095,905-569-0220,Christ The King Catholic School,Catholic,Elementary,English,B67083,Mississauga,L5L5A3
701807,905-897-7037,Corpus Christi School,Catholic,Elementary,English,B67083,Mississauga,L5B3N4
703222,905-812-5445,Divine Mercy School,Catholic,Elementary,English,B67083,Mississauga,L5M5C6
696307,905-453-5020,Father C W Sullivan Catholic School,Catholic,Elementary,English,B67083,Brampton,L6V2C1
706337,905-789-1741,Father Clair Tipping School,Catholic,Elementary,English,B67083,Brampton,L6R1J3
857238,905-279-3722,Father Daniel Zanon Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5B4J3
730441,905-794-5031,Father Francis McSpiritt Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L6P2A9
706957,905-277-0326,Father Michael Goetz Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5B3K6
708038,905-792-2251,Georges Vanier Catholic School,Catholic,Elementary,English,B67083,Brampton,L6T3H9
708070,905-791-1039,Good Shepherd Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L6R2H9
708143,905-595-0909,Guardian Angels Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L7A2H4
714909,905-677-5660,Holy Cross School,Catholic,Elementary,English,B67083,Mississauga,L4T1Y4
716405,905-857-1300,Holy Family School,Catholic,Elementary,English,B67083,Bolton,L7E1P7
718114,905-458-5541,Holy Name of Mary Secondary School,Catholic,Secondary,English,B67083,Brampton,L6S3J7
819219,905-794-8039,Holy Spirit Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L6P1W9
722790,905-823-0136,Iona Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5J2M4
724564,905-279-1554,John Cabot Catholic Secondary School,Catholic,Secondary,English,B67083,Mississauga,L4W3L6
726494,905-793-4861,Lester B Pearson Catholic School,Catholic,Elementary,English,B67083,Brampton,L6S2G1
798118,905-820-9822,Loyola Catholic Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5L2B1
730742,905-270-3140,Mary Fix Catholic School,Catholic,Elementary,English,B67083,Mississauga,L5B2M4
731447,905-270-4151,Metropolitan Andrei Catholic School,Catholic,Elementary,English,B67083,Mississauga,L5A3G6
690694,905-840-2802,Notre Dame Catholic Secondary School,Catholic,Secondary,English,B67083,Brampton,L6Z4L5
742171,905-459-4737,Our Lady of Fatima School,Catholic,Elementary,English,B67083,Brampton,L6X1X1
742821,905-567-8422,Our Lady of Good Voyage Catholic School,Catholic,Elementary,English,B67083,Mississauga,L5M4W2
782606,,Our Lady of Lourdes Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L6P1W3
747440,905-814-9216,Our Lady of Mercy Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5M5J9
742333,905-824-1025,Our Lady of Mount Carmel Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5N5J7
749087,905-452-7010,Our Lady of Peace School,Catholic,Elementary,English,B67083,Brampton,L6X3V2
747882,905-458-7080,Our Lady of Providence Elementary School,Catholic,Elementary,English,B67083,Brampton,L6R1B9
750042,905-455-1001,Pauline Vanier Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L6Y4G5
751430,905-602-6172,Philip Pocock Catholic Secondary School,Catholic,Secondary,English,B67083,Mississauga,L4W1J9
752029,905-278-9771,Queen of Heaven School,Catholic,Elementary,English,B67083,Mississauga,L5E2A5
753211,905-584-1670,Robert F Hall Catholic Secondary School,Catholic,Secondary,English,B67083,Caledon East,L7C0H3
867942,905-846-0802,Sacred Heart Separate School,Catholic,Elementary,English,B67083,Brampton,L6Z1Y1
759481,905-501-0400,San Lorenzo Ruiz Elementary School,Catholic,Elementary,English,B67083,Mississauga,L4Z3R1
770434,905-840-5020,St Agnes Separate School,Catholic,Elementary,English,B67083,Brampton,L6Z4G6
766364,905-785-9298,St Albert of Jerusalem Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5N7G6
759562,905-625-0584,St Alfred School,Catholic,Elementary,English,B67083,Mississauga,L4X2M2
767255,905-820-3900,St Aloysius Gonzaga Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5M6R5
772496,519-942-0262,St Andrew School,Catholic,Elementary,English,B67083,Orangeville,L9W3Z1
770620,905-840-1505,St Angela Merici Catholic Elementary School,Catholic,Elementary,English,B67083,Brampton,L7A2N7
771759,905-459-7621,St Anne Separate School,Catholic,Elementary,English,B67083,Brampton,L6V1M5
773530,905-792-2282,St Anthony School,Catholic,Elementary,English,B67083,Brampton,L6S3L5
775606,905-450-9993,St Augustine Secondary School,Catholic,Secondary,English,B67083,Brampton,L6Y4T6
776092,905-624-4529,St Basil School,Catholic,Elementary,English,B67083,Mississauga,L4W3G1
776742,519-942-5980,St Benedict Elementary School,Catholic,Elementary,English,B67083,Orangeville,L9W4X1
777528,905-501-9498,St Bernadette Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5V1G7
780804,905-454-0316,St Brigid School,Catholic,Elementary,English,B67083,Brampton,L6Y2X4
781401,905-277-2448,St Catherine of Siena School,Catholic,Elementary,English,B67083,Mississauga,L5B1N1
781819,905-459-0575,St Cecilia Elementary School,Catholic,Elementary,English,B67083,Brampton,L6V4L5
783870,905-822-0721,St Christopher School,Catholic,Elementary,English,B67083,Mississauga,L5J2W1
784290,905-820-2227,St Clare School,Catholic,Elementary,English,B67083,Mississauga,L5L2Z3
785393,905-584-2245,St Cornelius School,Catholic,Elementary,English,B67083,Caledon East,L7C2Z2
785997,905-848-4200,St David of Wales Separate School,Catholic,Elementary,English,B67083,Mississauga,L5C3V9
786730,905-278-9821,St Dominic Separate School,Catholic,Elementary,English,B67083,Mississauga,L5G2G7
690031,905-824-5777,St Edith Stein Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5N5V5
788511,905-846-7124,St Edmund Campion Secondary School,Catholic,Secondary,English,B67083,Brampton,L7A3C7
787647,905-277-8962,St Edmund Separate School,Catholic,Elementary,English,B67083,Mississauga,L4Y1L5
789143,905-821-2277,St Elizabeth Seton School,Catholic,Elementary,English,B67083,Mississauga,L5N2T7
789763,905-821-2607,St Faustina Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5M6R7
792586,905-459-0646,St Francis Xavier Elementary School,Catholic,Elementary,English,B67083,Brampton,L6W2J8
792594,905-507-6666,St Francis Xavier Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5R3K3
792020,905-822-3183,St Francis of Assisi School,Catholic,Elementary,English,B67083,Mississauga,L5K1K5
794791,905-277-4512,St Gerard Separate School,Catholic,Elementary,English,B67083,Mississauga,L5C1M8
795852,905-814-5237,St Gregory School,Catholic,Elementary,English,B67083,Mississauga,L5V1B9
796468,905-822-4564,St Helen Separate School,Catholic,Elementary,English,B67083,Mississauga,L5J3X1
797316,905-858-1171,St Herbert School,Catholic,Elementary,English,B67083,Mississauga,L5V2C6
797278,905-568-0056,St Hilary Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5R2N4
798274,905-799-2558,St Isaac Jogues Elementary School,Catholic,Elementary,English,B67083,Brampton,L6R2W7
800465,905-791-8529,St Jean Brebeuf Separate School,Catholic,Elementary,English,B67083,Brampton,L6S1L8
801100,905-273-3836,St Jerome Separate School,Catholic,Elementary,English,B67083,Mississauga,L5C3P5
801178,905-453-4472,St Joachim Separate School,Catholic,Elementary,English,B67083,Brampton,L6V3V9
690708,905-792-0890,St John Bosco School,Catholic,Elementary,English,B67083,Brampton,L6S4E1
803502,905-793-8900,St John Fisher Separate School,Catholic,Elementary,English,B67083,Brampton,L6T1V6
801577,905-824-3058,St John of the Cross School,Catholic,Elementary,English,B67083,Mississauga,L5N3S5
680435,905-951-8788,St John the Baptist Elementary School,Catholic,Elementary,English,B67083,Bolton,L7E2K4
806889,905-451-8501,St Joseph School,Catholic,Elementary,English,B67083,Brampton,L6X2G4
806919,905-812-1376,St Joseph Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5V2B9
811041,905-826-4422,St Joseph Separate School,Catholic,Elementary,English,B67083,Mississauga,L5M1N1
816396,905-568-3720,St Jude School,Catholic,Elementary,English,B67083,Mississauga,L4Z3J6
800007,905-795-2706,St Julia Catholic Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5W1J3
816906,905-450-0571,St Kevin School,Catholic,Elementary,English,B67083,Brampton,L6Y4C8
818500,905-846-2086,St Leonard School,Catholic,Elementary,English,B67083,Brampton,L6Z2Z7
819883,905-822-8251,St Louis School,Catholic,Elementary,English,B67083,Mississauga,L5J3R3
819433,905-274-2760,St Luke Catholic Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5H4L8
821381,905-564-6614,St Marcellinus Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5W1L9
750298,905-820-5115,St Margaret of Scotland School,Catholic,Elementary,English,B67083,Mississauga,L5L1C1
822639,905-454-3979,St Marguerite Bourgeoys Separate School,Catholic,Elementary,English,B67083,Brampton,L6S4J8
822655,905-789-5560,St Marguerite d'Youville Secondary School,Catholic,Secondary,English,B67083,Brampton,L6R2W5
821365,905-454-4458,St Maria Goretti Elementary School,Catholic,Elementary,English,B67083,Brampton,L6X4K9
823090,905-820-9477,St Mark Separate School,Catholic,Elementary,English,B67083,Mississauga,L5L2Z5
823953,905-279-3171,St Martin Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5C1X2
824950,905-451-1020,St Mary Elementary School,Catholic,Elementary,English,B67083,Brampton,L6W2C6
832308,905-890-6898,St Matthew Separate School,Catholic,Elementary,English,B67083,Mississauga,L5R1L3
835536,905-454-6346,St Monica Elementary School,Catholic,Elementary,English,B67083,Brampton,L6Y5B6
836036,905-857-7582,St Nicholas Elementary School,Catholic,Elementary,English,B67083,Bolton,L7E2W1
839256,905-794-0411,St Patrick School,Catholic,Elementary,English,B67083,Brampton,L6P0A2
841730,905-278-3994,St Paul Secondary School,Catholic,Secondary,English,B67083,Mississauga,L5E1L8
843547,519-941-2741,St Peter Separate School,Catholic,Elementary,English,B67083,Orangeville,L9W2W3
845779,905-306-8420,St Philip Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5B3W5
846473,905-361-1327,St Pio of Pietrelcina Elementary School,Catholic,Elementary,English,B67083,Mississauga,L4Z4G9
847933,905-677-1038,St Raphael School,Catholic,Elementary,English,B67083,Mississauga,L4T2C7
848751,905-286-1010,St Raymond Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5V2A9
848930,905-826-5572,St Richard School,Catholic,Elementary,English,B67083,Mississauga,L5N2C3
849286,905-595-0911,St Rita Elementary School,Catholic,Elementary,English,B67083,Brampton,L6Z4V6
850071,905-828-4076,St Rose of Lima Separate School,Catholic,Elementary,English,B67083,Mississauga,L5M3A9
850217,905-607-0107,St Sebastian Catholic Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5M7L2
850365,905-785-7434,St Simon Stock Elementary School,Catholic,Elementary,English,B67083,Mississauga,L5N6X3
850403,905-625-0823,St Sofia School,Catholic,Elementary,English,B67083,Mississauga,L4X2M9
851000,905-840-3921,St Stephen Separate School,Catholic,Elementary,English,B67083,Brampton,L6Z4N8
851299,905-858-3462,St Teresa of Avila Separate School,Catholic,Elementary,English,B67083,Mississauga,L5N4E8
852651,905-785-0066,St Therese of the Child Jesus (Elementary) Separate School,Catholic,Elementary,English,B67083,Mississauga,L5N6X7
854530,905-791-1195,St Thomas Aquinas Secondary School,Catholic,Secondary,English,B67083,Brampton,L6S6A2
856207,905-279-6472,St Thomas More School,Catholic,Elementary,English,B67083,Mississauga,L4Y2Y7
